processid,sampleid,recordID,catalognum,fieldnum,institution_storing,collection_code,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,identification_method,identification_reference,tax_note,voucher_status,tissue_type,collection_event_id,collectors,collectiondate_start,collectiondate_end,collectiontime,collection_note,site_code,sampling_protocol,lifestage,sex,reproduction,habitat,associated_specimens,associated_taxa,extrainfo,notes,lat,lon,coord_source,coord_accuracy,elev,depth,elev_accuracy,depth_accuracy,country,province_state,region,sector,exactsite,image_ids,image_urls,media_descriptors,captions,copyright_holders,copyright_years,copyright_licenses,copyright_institutions,photographers
ETBM042-11,FN042,1879136,,L-RS54,University of Guelph,,BOLD:AAB7069,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,4745,Tamiasciurus,12319,Tamiasciurus hudsonicus,,,,,"Erxleben, 1777",,,,,,,,,,,,,,,,,,Ixodes scapularis Bloodmeal,Partially Engorged Nymph,44.369,-64.288,,,,,,,Canada,Nova Scotia,,,Lunenburg,,,,,,,,,
GBAAW31573-24,PP587805,23999784,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,
GBAAW31596-24,PP587792,23999807,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,
GBAAW45098-24,OR637958,24013309,USNM:MAMM:568616,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.042,-77.279,,,,,,,,,,,,,,,,,,,,
GBAAW59391-24,OQ750286,24027602,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.9,82.05,,,,,,,Russia,,,,,,,,,,,,,
GBCOC578-23,OR388367,19740710,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC589-23,OR388201,19740721,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC594-23,OR388220,19740726,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC639-23,OR388443,19740771,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC661-23,OR388464,19740793,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC714-23,OR388336,19740846,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC771-23,OR388248,19740903,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC774-23,OR388242,19740906,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC784-23,OR388505,19740916,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC789-23,OR388287,19740921,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC790-23,OR388524,19740922,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC794-23,OR388356,19740926,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC807-23,OR388170,19740939,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC829-23,OR388374,19740961,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC853-23,OR388141,19740985,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC857-23,OR388403,19740989,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC871-23,OR388166,19741003,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC890-23,OR388308,19741022,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC897-23,OR388433,19741029,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC898-23,OR388265,19741030,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC906-23,OR388211,19741038,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC913-23,OR388151,19741045,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC919-23,OR388485,19741051,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC933-23,OR388233,19741065,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC938-23,OR388380,19741070,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC952-23,OR388142,19741084,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBGC19794-19,NC_042243,10870058,,NC_042243,"Mined from GenBank, NCBI",,BOLD:AEB5047,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,7479,Marmota,12324,Marmota flaviventris,,,,,"Audubon and Bachman, 1841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA22852-19,KP993046,9790522,,,"Mined from GenBank, NCBI",,BOLD:AAA6821,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12271,Tamias sibiricus,,,,,"Laxmann, 1769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23092-19,KJ466686,9790762,,,"Mined from GenBank, NCBI",,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23361-19,KP708708,9791031,,,"Mined from GenBank, NCBI",,BOLD:ADX5010,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,914872,Sciurotamias,914873,Sciurotamias davidianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23371-19,KR911793,9791041,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,914602,Prosciurillus,914603,Prosciurillus abstrusus,,,,,,,,,,,,,,,,,,,,,,,,,0.15592,113.965,Coordinates from country centroid,,,,,,Indonesia,,,,,,,,,,,,,
GBMA23390-19,KY117538,9791060,,,"Mined from GenBank, NCBI",,BOLD:ACJ4773,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,12327,Callosciurus erythraeus,,,,,"Pallas, 1779",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23406-19,KR911794,9791076,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,914602,Prosciurillus,914605,Prosciurillus murinus,,,,,,,,,,,,,,,,,,,,,,,,,0.15592,113.965,Coordinates from country centroid,,,,,,Indonesia,,,,,,,,,,,,,
GBMA28826-19,MG883546,9796496,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28836-19,MG883556,9796506,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28854-19,MG883574,9796524,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28870-19,MG883590,9796540,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28937-19,MG883533,9796607,,,"Mined from GenBank, NCBI",,BOLD:AAC0193,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,59.0394,98.6705,Coordinates from country centroid,,,,,,Russia,,,,,,,,,,,,,
GBMA3265-12,HM031933,2941943,,HM031933,"Mined from GenBank, NCBI",,BOLD:ACB3872,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,12327,Callosciurus erythraeus,,,,,"Pallas, 1779",,,,,,,,,,,,,,,,,,,Callosciurus erythraeus,,,,,,,,,,,,,,,,,,,,,,
GBMA8087-15,KF856220,5647650,,KF856220,"Mined from GenBank, NCBI",,BOLD:ACJ4773,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,681807,Callosciurus sp. 1 MG2013,,,,,,,,,,,,,,,,,,,,,,,taxon:1424282,,,,,,,,,,Argentina,Buenos Aires,"Lujan,Buenos Aires",,,,,,,,,,,
GBMNB2689-20,MK256838,11549449,,MK256838,"Mined from GenBank, NCBI",,BOLD:AAW8575,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,12326,Callosciurus inornatus,,,,,"Gray, 1867",,,,,,,,,,,,,,,,,,,,,,,,,,,,Vietnam,,,,,,,,,,,,,
MAMN8298-23,ABBY.20220622.080059.E,19417369,,ABBY.20220622.080059.E,Arizona State University,,BOLD:ADO4628,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,888726,Tamias townsendii,,,NEON Technician,morphology,,,Vouchered:Registered Collection,ear punch,,"National Ecological Observatory Network, United States",,,2022-06-22T19:00:00.000Z,,ABBY,ShermanXLK,adult,M,S,shrubScrub,,,,,45.769,-122.3,WGS84,45.1,553.75,,0.1,,United States,Washington,Pacific Northwest Domain,Clark,Abby Road NEON,,,,,,,,,
MAMN8449-23,DCFS.20220721.R7008.E,19417520,,DCFS.20220721.R7008.E,Arizona State University,,BOLD:AAJ3873,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,717136,Ictidomys,717137,Ictidomys tridecemlineatus,,,NEON Technician,morphology,,,Vouchered:Registered Collection,ear punch,,"National Ecological Observatory Network, United States",,,2022-07-21T17:00:00.000Z,,DCFS,ShermanXLK,subadult,F,S,grasslandHerbaceous,,,,,47.205,-99.184,WGS84,45.1,586.13,,0.15,,United States,North Dakota,Northern Plains Domain,Stutsman,Dakota Coteau Field Site NEON,,,,,,,,,
MAMN8769-23,RMNP.20220628.R5910.E,19417840,,RMNP.20220628.R5910.E,Arizona State University,,BOLD:ADX6227,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741556,Callospermophilus,741557,Callospermophilus lateralis,,,NEON Technician,morphology,,,Vouchered:Registered Collection,ear punch,,"National Ecological Observatory Network, United States",,,2022-06-28T18:00:00.000Z,,RMNP,ShermanXLK,adult,F,S,evergreenForest,,,,,40.202,-105.482,WGS84,45.1,2644.16,,0.1,,United States,Colorado,Central Plains Domain,Boulder,Rocky Mountains NEON,,,,,,,,,
MAMN8841-23,SCBI.20220825.R5110.E,19417912,,SCBI.20220825.R5110.E,Arizona State University,,BOLD:AAC0786,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12270,Tamias striatus,,,NEON Technician,morphology,"Linnaeus, 1758",,Vouchered:Registered Collection,ear punch,,"National Ecological Observatory Network, United States",,,2022-08-25T16:00:00.000Z,,SCBI,ShermanLF,subadult,F,S,deciduousForest,,,,,38.886,-78.146,WGS84,45.17,361.82,,0.2,,United States,Virginia,Mid-Atlantic Domain,Warren,Smithsonian Conservation Biology Institute NEON,,,,,,,,,
MAMN8921-23,STEI.20220621.R7928.E,19418024,,STEI.20220621.R7928.E,Arizona State University,,BOLD:AAC8903,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,48239,Glaucomys,64753,Glaucomys volans,,,NEON Technician,morphology,"Linnaeus, 1758",,Vouchered:Registered Collection,ear punch,,"National Ecological Observatory Network, United States",,,2022-06-21T17:00:00.000Z,,STEI,ShermanLF,adult,F,S,deciduousForest,,,,,45.827,-90.084,WGS84,45.28,502.23,,0.47,,United States,Wisconsin,Great Lakes Domain,Price,Steigerwaldt-Chequamegon NEON,,,,,,,,,
MLMAM141-12,CREG ECOMOL CU30,2902700,,CREG ECOMOL CU30,Universidad Nacional de Lujan,,BOLD:ACJ4773,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,,,,,Marta S. Lizarralde,,,,,,,Guichon y col.,,,,,,,,,S,,,,,,,,,,,,,,Argentina,Cordoba,,La Cumbrecita,,,,,,,,,,
SKMZM299-07,ZMMU AAL-516,678543,S-182072,AAL-516,Zoological Museum of Moscow University,,BOLD:AAA6821,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12271,Tamias sibiricus,,,Andrey A. Lissovsky,,"Laxmann, 1769",,,,,"A.A.Lissovsky, E.V.Obolenskaya, S.V.Kruskop, O.G.Nanova",,,,,,,A,M,S,,,,Ignashino,Sample storing ZMMU hold up,53.459,122.404,,,,,,,Russia,Amurskaya Oblast,Amur Region,Skovorodinskiy District,"Ignashino, left bank of Amur R.",,,,,,,,,
SKMZM552-08,ZMMU AAL-350,712732,,NIA-758,"Russian Academy of Sciences, Zoological Institute",,BOLD:AAA6821,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12271,Tamias sibiricus,,,Andrey A. Lissovsky,,"Laxmann, 1769",,,,,Natalia Abramson,,,,,,,,,,,,,Biryuk,,60.483,119.433,,,,,,,Russia,Sakha-Yakutiya Republic,Olekminskiy District,Biryuk River,,,,,,,,,,
TOPO274-10,CIBNOR 10131,1620057,10131,AGR_2297,Centro de Investigaciones Biologicas del Noroeste S. C.,,BOLD:AAE8763,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741540,Otospermophilus,741541,Otospermophilus beecheyi,,,Ticul Alvarez,,,,Vouchered:Registered Collection,Muscle,,Anahid Gutierrez-Ramos,,,,,,,Adult,M,S,Desert,,,,WGS84,30.947,-116.019,GARMIN eTrex 10,,122,,,,Mexico,Baja California,ENSENADA,,"Ejido Sinaloa, 14.2 km S, 18.5 km E Colonet",,,,,,,,,
ABCMA330-06,ROM 112996,298437,112996,F50214,Royal Ontario Museum,,BOLD:AAA6821,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12271,Tamias sibiricus,,,,,"Laxmann, 1769",,,,,"Lim, BK; Kilburn, WP",,,,,,,A,M,S,,,,,,49.1,125.267,,,,,,,China,Heilongjiang Sheng,,"Gaofeng Forest Farm, Dahao",,,,,,,,,,
ABGPA012-07,PSPU-394F,708192,394F,,Penza State Pedagogical University,,BOLD:AAB9093,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,123891,Spermophilus fulvus,,,Oleg A. Ermakov,,"Lichtenstein, 1823",,,,,"Ermakov O.A., Titov S.V.",,,,,,,,F,S,,,,,,48.4,58.8,,,,,,,Kazakhstan,South Kazakhstan,"Aktobe Region, Shalkarskiy",10 km E from Berchogur village,,,,,,,,,,
ABGPA028-07,PSPU-431F,708224,431F,,Penza State Pedagogical University,,BOLD:AAB9093,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,123891,Spermophilus fulvus,,,Oleg A. Ermakov,,"Lichtenstein, 1823",,,,,Iljin V.Ju.,,,,,,,,F,S,,,,,,48.767,47.417,,,,,,,Kazakhstan,Zapadno-Kazakhstan,Urdinskiy,Urda village,,,,,,,,,,
ABGPA081-07,PSPU-050U,708330,050U,,Penza State Pedagogical University,,BOLD:AAC0193,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,Sergey V. Titov,,,,,,,"Tchabovsky A.V., Savinetskaya L.E.",,,,,,,,M,S,,,,,,53.183,107.317,,,,,,,Russia,Irkutskaya Oblast,Olkhonskiy,Khuzhir village,Olkhon island,,,,,,,,,
ABMCP014-07,HLC-16219,678899,,HLC-16219,Zoological Museum of Moscow University,,BOLD:AAB7069,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,4745,Tamiasciurus,12319,Tamiasciurus hudsonicus,,,Sergei V. Kruskop,,"Erxleben, 1777",,,,,,,,,,,,A,F,S,,,,,,46.15,-77.56,,,109,,,,Canada,Ontario,Laurentian Hills,8 kn W of Deep River,Point Alexander,,,,,,,,,
ABRCR259-06,ROM 100786,259023,100786,F34705,Royal Ontario Museum,,BOLD:AAE2390,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741554,Urocitellus parryii,,,,,,,,,,"Van Wynsberghe, N.R.",,,,,,,A,F,S,,,,,,64.15,-96.017,,,,,,,Canada,Northwest Territories,,13 Km S Of Town Of Baker Lake,,,,,,,,,,
ABRMM516-07,ROM MB4,546942,,MB4,Royal Ontario Museum,,BOLD:ACE9850,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,7506,Sciurus,12318,Sciurus carolinensis,,,,,"Gmelin, 1788",,,,,,,,,,,,A,,S,,,,,,,,,,,,,,Canada,Ontario,,,,,,,,,,,,
ABRMM524-07,ROM SS4,546950,,SS4,Royal Ontario Museum,,BOLD:ACE9850,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,7506,Sciurus,12318,Sciurus carolinensis,,,,,"Gmelin, 1788",,,,,,,,,,,,A,,S,,,,,,,,,,,,,,Canada,Ontario,,,,,,,,,,,,
ABRSS280-06,ROM 102254,312845,,F36064,Royal Ontario Museum,,BOLD:AAG7098,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,73560,Exilisciurus,73561,Exilisciurus exilis,,,,,"(Müller, 1838)",,,,,"Engstrom, MD; Lim, BK",,,,,,,A,F,S,,,,,,2.667,115.617,,,910,,,,Indonesia,Kalimantan Timur,,"Long Sungan, 8 Km Nw Of Puak, Kayan Mentarang Nature Reserve",,,,,,,,,,
CNPVT066-16,BIOUG31178-F03,7382534,BIOUG31178-F03,L#12BIOBUS-0556,Centre for Biodiversity Genomics,,BOLD:AAE2391,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741555,Urocitellus columbianus,,,Alex V. Borisenko,Morphology,,,Vouchered:Registered Collection,Tissue,,BIObus 2012,,,,Roadkill|scattered clouds 17 C,,Free Hand,A,,,Mixed habitat,,,Waterton Lakes NP,,49.048,-113.908,,,1283,,,,Canada,Alberta,Waterton Lakes National Park,"Waterton Lake Village, near RV dump site",Street ashphalt,,,,,,,,,
ECOMA032-13,ECO-SC-M 5630,3929245,5630,JEEC_440,"El Colegio de la Frontera Sur, Unidad San Cristobal de Las Casas",,BOLD:ACB2219,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,7506,Sciurus,299666,Sciurus deppei,,,Consuelo Lorenzo,,"Peters, 1863",,,,,Jose Enrique Escobedo Cabrera,,,,,,,,M,S,,,,,,19.818,-87.581,,,,,,,Mexico,Quintana Roo,,,,2272255,http://www.boldsystems.org/pics/ECOMA/ECOSCM5630+1395341066.jpg,Dorsal,Skin,Consuelo Lorenzo M.,2013,CreativeCommons - Attribution Non-Commercial Share-Alike,El Colegio de la Frontera Sur,Magaly Ruiz-Jim&eacute;nez
GBAAW31589-24,PP587794,23999800,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,
GBAAW31594-24,PP587772,23999805,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,
GBAAW65531-24,PP230931,24033742,2023-Sep-Jazator-062,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia,,,,,,,,,,,,,
GBCOC17048-23,OQ706767,19757180,MHNG 1970.024,,,,BOLD:AAE9374,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2008,6.1888,,,,,,,Switzerland,,,,,,,,,,,,,
GBCOC19492-23,OQ920212,19759624,,,,,BOLD:AFT0247,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC19654-23,OP089889,19759786,,,,,BOLD:AFT5829,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC584-23,OR388460,19740716,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC601-23,OR388431,19740733,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC625-23,OR388309,19740757,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC650-23,OR388251,19740782,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
