processid,sampleid,recordID,catalognum,fieldnum,institution_storing,collection_code,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,identification_method,identification_reference,tax_note,voucher_status,tissue_type,collection_event_id,collectors,collectiondate_start,collectiondate_end,collectiontime,collection_note,site_code,sampling_protocol,lifestage,sex,reproduction,habitat,associated_specimens,associated_taxa,extrainfo,notes,lat,lon,coord_source,coord_accuracy,elev,depth,elev_accuracy,depth_accuracy,country,province_state,region,sector,exactsite,image_ids,image_urls,media_descriptors,captions,copyright_holders,copyright_years,copyright_licenses,copyright_institutions,photographers
CICA032-23,SNMC34,17476749,,SK1178,"Slovak National Museum, Natural History Museum",,BOLD:AAE9374,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,7506,Sciurus,26232,Sciurus vulgaris,,,Martin Secansky,morphology,"Linnaeus, 1758",,To Be Vouchered:Holdup/Private,,,M. Secansky,,,,,,,,,,urban area,,,,,48.202,17.145,,,143,,,,Slovakia,Bratislava,Bratislava,Raca,Krasnany,,,,,,,,,
ETBM007-11,FN007,1879101,,B-C3,University of Guelph,,BOLD:AAC0786,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12270,Tamias striatus,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,Ixodes scapularis Bloodmeal,Slightly Engorged Nymph,44.731,-63.662,,,,,,,Canada,Nova Scotia,,,Bedford,,,,,,,,,
GBAAW31587-24,PP587771,23999798,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,
GBAAW59392-24,OQ750284,24027603,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8,82.4,,,,,,,Russia,,,,,,,,,,,,,
GBAAW65274-24,OQ750301,24033485,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.82,84.9,,,,,,,Russia,,,,,,,,,,,,,
GBCOC12903-23,OR530592,19753035,USNM:MAMM:569824,,,,BOLD:AAC8903,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.25,-76.017,,,,,,,,,,,,,,,,,,,,
GBCOC575-23,OR388486,19740707,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC651-23,OR388168,19740783,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC652-23,OR388228,19740784,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC656-23,OR388335,19740788,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC723-23,OR388280,19740855,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC740-23,OR388379,19740872,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC753-23,OR388189,19740885,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC775-23,OR388181,19740907,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC780-23,OR388387,19740912,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC823-23,OR388294,19740955,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBCOC869-23,OR388147,19741001,,,,,BOLD:ACD2157,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unrecoverable,,,,,,,,,,,,,
GBMA15421-17,KX859254,8456595,MGL-61,KX859254,"Mined from GenBank, NCBI",,BOLD:AAK7585,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,7479,Marmota,254919,Marmota sibirica,,,,,"Radde, 1862",,,,,,,,,,,,,,,,,,,,48.4724,98.0992,,,,,,,Mongolia,,,,,,,,,,,,,
GBMA22851-19,KP993045,9790521,,,"Mined from GenBank, NCBI",,BOLD:AAA6821,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12271,Tamias sibiricus,,,,,"Laxmann, 1769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23095-19,KJ466689,9790765,,,"Mined from GenBank, NCBI",,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23097-19,KJ466691,9790767,,,"Mined from GenBank, NCBI",,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23111-19,KJ466705,9790781,,,"Mined from GenBank, NCBI",,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23118-19,KJ466712,9790788,,,"Mined from GenBank, NCBI",,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA23357-19,KY070195,9791027,,,"Mined from GenBank, NCBI",,BOLD:ADW0508,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,535402,Tamias umbrinus,,,,,"J. A. Allen, 1890",,,,,,,,,,,,,,,,,,,,44.2976,-109.254,,,,,,,United States,,,,,,,,,,,,,
GBMA23383-19,KR911789,9791053,,,"Mined from GenBank, NCBI",,BOLD:AEE3550,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,914602,Prosciurillus,914606,Prosciurillus weberi,,,,,,,,,,,,,,,,,,,,,,,,,0.15592,113.965,Coordinates from country centroid,,,,,,Indonesia,,,,,,,,,,,,,
GBMA23402-19,KY070166,9791072,,,"Mined from GenBank, NCBI",,BOLD:ADW0508,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,527349,Tamias quadrivittatus,,,,,"Say, 1823",,,,,,,,,,,,,,,,,,,,35.2092,-107.627,,,,,,,United States,,,,,,,,,,,,,
GBMA23432-19,KY070189,9791102,,,"Mined from GenBank, NCBI",,BOLD:ADO7830,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,889926,Tamias rufus,,,,,,,,,,,,,,,,,,,,,,,,,39.8189,-108.715,,,,,,,United States,,,,,,,,,,,,,
GBMA23457-19,KY070161,9791127,,,"Mined from GenBank, NCBI",,BOLD:ADW0508,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,899522,Tamias cinereicollis,,,,,,,,,,,,,,,,,,,,,,,,,33.7269,-108.977,,,,,,,United States,,,,,,,,,,,,,
GBMA23475-19,KT001463,9791145,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,914600,Nannosciurus,914601,Nannosciurus melanotis,,,,,,,,,,,,,,,,,,,,,,,,,0.15592,113.965,Coordinates from country centroid,,,,,,Indonesia,,,,,,,,,,,,,
GBMA23482-19,KY070182,9791152,,,"Mined from GenBank, NCBI",,BOLD:ADX5352,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,899520,Tamias canipes,,,,,,,,,,,,,,,,,,,,,,,,,33.3946,-105.725,,,,,,,United States,,,,,,,,,,,,,
GBMA28661-19,NC_032371,9796331,,,"Mined from GenBank, NCBI",,BOLD:ADO7830,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,889926,Tamias rufus,,,,,,,,,,,,,,,,,,,,,,,,,39.8629,-106.642,,,,,,,United States,,,,,,,,,,,,,
GBMA28825-19,MG883545,9796495,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28835-19,MG883555,9796505,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28840-19,MG883560,9796510,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28849-19,MG883569,9796519,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28868-19,MG883588,9796538,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28875-19,MG883595,9796545,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28891-19,MG883611,9796561,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28919-19,MG883639,9796589,,,"Mined from GenBank, NCBI",,BOLD:AAC0192,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,47.0864,103.399,Coordinates from country centroid,,,,,,Mongolia,,,,,,,,,,,,,
GBMA28939-19,MG883535,9796609,,,"Mined from GenBank, NCBI",,BOLD:AAC0193,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,59.0394,98.6705,Coordinates from country centroid,,,,,,Russia,,,,,,,,,,,,,
GBMA28941-19,MG883537,9796611,,,"Mined from GenBank, NCBI",,BOLD:AAC0193,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741552,Urocitellus,741553,Urocitellus undulatus,,,,,,,,,,,,,,,,,,,,,,,,,59.0394,98.6705,Coordinates from country centroid,,,,,,Russia,,,,,,,,,,,,,
GBMA5700-13,JX426129,3630884,JX426129,JX426129,"Mined from GenBank, NCBI",,BOLD:ACH6792,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,73294,Funisciurus,666116,Funisciurus anerythrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMA6233-13,JQ043549,3639193,JQ043549,JQ043549,"Mined from GenBank, NCBI",,BOLD:ACH6407,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,102057,Pteromys,110992,Pteromys volans,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,,,,,,,,,China,Qinghai,Qinghai,,,,,,,,,,,
GBMA8090-15,KF856223,5647653,,KF856223,"Mined from GenBank, NCBI",,BOLD:ACJ4773,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,681807,Callosciurus sp. 1 MG2013,,,,,,,,,,,,,,,,,,,,,,,taxon:1424282,,,,,,,,,,Argentina,Buenos Aires,"Escobar,Buenos Aires",,,,,,,,,,,
GBMNA13140-19,KY117587,9630233,,KY117587,"Mined from GenBank, NCBI",,BOLD:AAF3471,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4878,Sundasciurus,12275,Sundasciurus lowii,,,,,"Thomas, 1892",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNA13145-19,KX710106,9630238,,KX710106,"Mined from GenBank, NCBI",,BOLD:AAX1954,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,3174,Hylopetes,12280,Hylopetes alboniger,,,,,"Hodgson, 1836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNA13156-19,KF668525,9630249,,KF668525,"Mined from GenBank, NCBI",,BOLD:ADC7029,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12271,Tamias sibiricus,,,,,"Laxmann, 1769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB2697-20,MK256846,11549457,,MK256846,"Mined from GenBank, NCBI",,BOLD:AAM0602,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,796329,Callosciurus finlaysonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vietnam,,,,,,,,,,,,,
GBMTG5909-16,NC_029325,6969141,,NC_029325,"Mined from GenBank, NCBI",,BOLD:ADC8057,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4930,Tamiops,747631,Tamiops maritimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAMN8297-23,ABBY.20220622.056250.E,19417368,,ABBY.20220622.056250.E,Arizona State University,,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,888726,Tamias townsendii,,,NEON Technician,morphology,,,Vouchered:Registered Collection,ear punch,,"National Ecological Observatory Network, United States",,,2022-06-22T19:00:00.000Z,,ABBY,ShermanXLK,adult,F,S,grasslandHerbaceous,,,,,45.74,-122.31,WGS84,45.1,624.54,,0.1,,United States,Washington,Pacific Northwest Domain,Clark,Abby Road NEON,,,,,,,,,
MAMN8927-23,STEI.20220624.R8053.E,19418030,,STEI.20220624.R8053.E,Arizona State University,,BOLD:AAC8903,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,48239,Glaucomys,,,,,NEON Technician,morphology,,,Vouchered:Registered Collection,ear punch,,"National Ecological Observatory Network, United States",,,2022-06-24T17:00:00.000Z,,STEI,ShermanLF,adult,F,S,deciduousForest,,,,,45.811,-90.092,WGS84,45.26,511.24,,0.39,,United States,Wisconsin,Great Lakes Domain,Price,Steigerwaldt-Chequamegon NEON,,,,,,,,,
MAMN9054-23,UNDE.20220824.R8347.E,19418157,,UNDE.20220824.R8347.E,Arizona State University,,BOLD:AAC0786,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12270,Tamias striatus,,,NEON Technician,morphology,"Linnaeus, 1758",,Vouchered:Registered Collection,ear punch,,"National Ecological Observatory Network, United States",,,2022-08-24T17:00:00.000Z,,UNDE,ShermanLF,adult,M,S,deciduousForest,,,,,46.211,-89.491,WGS84,45.19,517.18,,0.2,,United States,Wisconsin,Great Lakes Domain,Vilas,University of Notre Dame Environmental Research Ce,,,,,,,,,
MAMN9059-23,WOOD.20220601.R5924.E,19418162,,WOOD.20220601.R5924.E,Arizona State University,,BOLD:AAJ3873,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,717136,Ictidomys,717137,Ictidomys tridecemlineatus,,,NEON Technician,morphology,,,Vouchered:Registered Collection,ear punch,,"National Ecological Observatory Network, United States",,,2022-06-01T17:00:00.000Z,Fleas,WOOD,ShermanXLK,subadult,F,S,grasslandHerbaceous,,,Fleas,,47.136,-99.25,WGS84,45.1,589.6,,0.15,,United States,North Dakota,Northern Plains Domain,Stutsman,Chase Lake National Wildlife Refuge NEON,,,,,,,,,
MLMAM126-12,CREG ECOMOL EMi38,2902685,,CREG ECOMOL EMi38,Universidad Nacional de Lujan,,BOLD:ACJ4773,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4703,Callosciurus,,,,,Marta S. Lizarralde,,,,,,,Guichon y col.,,,,,,,,,S,,,,,,,,,,,,,,Argentina,Buenos Aires,,Escobar,,,,,,,,,,
MXBRO244-11,CIBNOR-19151,2006610,19151,1197_JALP,Centro de Investigaciones Biologicas del Noroeste S. C.,,BOLD:ABX8629,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,741540,Otospermophilus,741546,Otospermophilus variegatus,,,Ticul Alvarez,,,,,,,Jose A. Lopez Perez,,,,,,,,M,S,,,,,,29.0478,-111.047,,,205,,,,Mexico,Sonora,Hermosillo,"4.5 km S, 8.5 km W Hermosillo","4.5 km S, 8.5 km W Hermosillo",,,,,,,,,
NAZIM257-08,ZISP TX-00759,841518,97117,NIA61,"Russian Academy of Sciences, Zoological Institute",,BOLD:AAA6821,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4909,Tamias,12271,Tamias sibiricus,,,Natalia Abramson,,"Laxmann, 1769",,,,,Abramson N.I.,,,,,,,,,S,,,,,,60.483,119.433,,,,,,,Russia,Sakha-Yakutiya Republic,Olekminskiy District,,,,,,,,,,,
SKMZM826-09,ZMMU 54_06_119,1224981,,,Zoological Museum of Moscow University,,BOLD:AAK7585,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,7479,Marmota,254919,Marmota sibirica,,,,,"Radde, 1862",,,,,,,,,,,,,,,,,,,,,,,,,,,,Mongolia,,,,,,,,,,,,,
ABCMA430-06,ROM 115020,298537,ROM:MAM:115020,F46327,Royal Ontario Museum,,BOLD:AAF0970,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,73335,Callosciurinae,4930,Tamiops,12272,Tamiops swinhoei,,,,,"Milne-Edwards, 1874",,,,,"Lim, BK",,,,,,,A,F,S,,duplicate: ROM 115020_NGS,,,,28.417,114.117,,,1400,,,,China,Hunan,,Daweishan National Park,,,,,,,,,,
ABGPA005-07,PSPU-321M,708178,321M,,Penza State Pedagogical University,,BOLD:AAC0177,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,123892,Spermophilus major,,,Oleg A. Ermakov,,"Pallas, 1778",,,,,"Ermakov O.A., Titov S.V.",,,,,,,,M,S,,,,,,51.067,59.1,,,,,,,Russia,Orenburgskaya Oblast,Dombarovskiy,Ashche-Butak village,,,,,,,,,,
ABGPA020-07,PSPU-571F,708208,571F,,Penza State Pedagogical University,,BOLD:AAB9093,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,123891,Spermophilus fulvus,,,Oleg A. Ermakov,,"Lichtenstein, 1823",,,,,"Ermakov O.A., Titov S.V.",,,,,,,,,S,,,,,,48.883,53.7,,,,,,,Kazakhstan,Atyrau,Qzylkoginskiy,Miyaly village,,,,,,,,,,
ABGPA082-07,ZMMU S-143254,708332,S-143254,,Zoological Museum of Moscow University,,BOLD:AAC0177,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,123897,Spermophilus erythrogenys,,,Oleg A. Ermakov,,"Brandt, 1841",,,,,Shenbrot G.,,,,,,,,F,S,,,,,,48.4,80.5,,,,,,,Kazakhstan,Semipalatinsk,,50 km N from Ayaguz,Enrikey,,,,,,,,,
ABGPA117-14,ZMMU_71_08_118,4892031,ZMMU_71_08_118_DUPLICATE,ZMMU_71_08_118_DUPLICATE,Zoological Museum of Moscow University,,BOLD:AAC0194,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,110926,Spermophilus dauricus,,,,,"Brandt, 1843",,,,,Tikhonov I.A.,,,,,,,,,,,,,,DUPLICATE record - to be removed from database,49.15,105.34,,,,,,,Mongolia,Selenge,,,2 km N of bridge on Orkhon river,,,,,,,,,
ABMC296-05,HLC-10596,58092,HLC-10596,HLC-10596,Centre for Biodiversity Genomics,,BOLD:AAE9337,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,7479,Marmota,12325,Marmota monax,,,Alex V. Borisenko,,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,,,Alex V. Borisenko,,,,,,,A,M,S,,,,,,49.2501,-84.4998,Coordinates from province centroid,,,,,,Canada,Ontario,Wellington,"ca. 1 km SW of Elora, David St. E",roadside near field,,,,,,,,,
ABMWC028-06,ROM 118708,292290,,KA-TH-001,Centre for Biodiversity Genomics,,BOLD:AAB7069,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,4745,Tamiasciurus,12319,Tamiasciurus hudsonicus,,,,,"Erxleben, 1777",,,,,Katherine Bateman,,,,,,,,F,,,,,,"Mass210.5g, Body Length 186mm",51.051,-114.958,,,1530,,,,Canada,Alberta,Kananaskis,,Sibbald,,,,,,,,,
ABRCR263-06,ROM 101862,259027,101862,F38010,Royal Ontario Museum,,BOLD:AAB7069,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,4745,Tamiasciurus,12319,Tamiasciurus hudsonicus,,,,,"Erxleben, 1777",,,,,"Robertson, C",,,,,,,A,M,S,,,,,,43.667,-79.383,,,,,,,Canada,Ontario,,"Toronto, Vandorf Street And Leslie Street",,,,,,,,,,
ABRMM180-07,ROM 105852,546606,105852,F40007,Royal Ontario Museum,,BOLD:ACE9850,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,7506,Sciurus,12318,Sciurus carolinensis,,,,,"Gmelin, 1788",,,,,"Darling, C",,,,,,,A,M,S,,,,,,43.65,-79.383,,,,,,,Canada,Ontario,,"Within 1 Block Radius Of Main Street And Gerrard Street, Toronto",,,,,,,,,,
ABRVN210-06,ROM 107745,310937,ROM:MAM:107745,F42728,Royal Ontario Museum,,BOLD:AAC9117,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,3174,Hylopetes,12282,Hylopetes spadiceus,,,,,"Blyth, 1847",,,,,"Lim, BK; Theberge, M",,,,,,,A,F,S,,duplicate: ROM 107745_NGS,,,,12.867,107.7,,,,,,,Vietnam,Dac Lac,,"Yok Don National Park, Dak Ken River, Base Of Yok Don Mountain",,,,,,,,,,
BKMAM093-11,mambg093,2384736,mambg093,mambg093,"Institute of Biodiversity and Ecosystem Research, Sofia",,BOLD:AAJ3879,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,4740,Spermophilus,123903,Spermophilus citellus,,,,,"Linnaeus, 1766",,,,,N.Atanasov,,,,,,,A,M,S,,,,,,42.778,23.506,,,640,,,,Bulgaria,Sofiya,Sofia,,Kremikovtzi,,,,,,,,,
ETBM040-11,FN040,1879134,,L-RS54,University of Guelph,,BOLD:AAB7069,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,4745,Tamiasciurus,12319,Tamiasciurus hudsonicus,,,,,"Erxleben, 1777",,,,,,,,,,,,,,,,,,Ixodes scapularis Bloodmeal,Partially Engorged Nymph,44.369,-64.288,,,,,,,Canada,Nova Scotia,,,Lunenburg,,,,,,,,,
GBAAW31577-24,PP587802,23999788,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,
GBAAW31581-24,PP587779,23999792,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,
GBAAW31583-24,PP587777,23999794,,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,4766,Sciurinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,
GBAAW69152-24,OR637996,24037363,USNM:MAMM:569092,,"Mined from GenBank, NCBI",,,18,Chordata,62,Mammalia,313,Rodentia,1024,Sciuridae,64748,Xerinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
